Gene,Reference
ARF5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PRDM4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
KCTD10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MLEC,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CSRNP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARPC3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GPN3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CDKN1B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MRPL51,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GAPDH,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
C12orf57,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CMAS,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RAB35,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
COX6A1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SRSF9,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TMEM14C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HINT3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
STK38,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MCM3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPS12,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SNX3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DNPH1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EXOC2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TMEM30A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MTREX,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TENT4A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DAP,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TTC1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
C5orf15,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
FAM162A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TUSC2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RRP9,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EIF1B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
WDFY1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DDX1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TMSB10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
INO80B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SF3B6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NRBP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SNX17,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPS15,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HSPE1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GORASP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CEBPZ,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
COX7A2L,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ENO1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SARS,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TMEM59,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPL22,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MFN2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MIIP,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
AKR7A2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EBNA1BP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ATP6V0B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SYF2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CTSD,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EEF1B2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MED28,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MYL12B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPN2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
